"path","id","parent_id","level","object_id","object_type","object_key","query_status","query_time","query_type","message","created_time","like_count","comment_count","error.message"
"178617909485793_475785583102356/178617909485793_475785583102356","4757","302","1","178617909485793_475785583102356","data","data.*","fetched (200)","2021-10-07 15:31:16.785407","Facebook:/<post-id>/comments","Ejja justine you shine as always","2020-02-04T19:48:16+0000","0","0",""
"178617909485793_475785583102356/178617909485793_475785583102356","4758","302","1","178617909485793_475785583102356","data","data.*","fetched (200)","2021-10-07 15:31:16.785407","Facebook:/<post-id>/comments","Justine ❤❤❤❤wisqq eee","2020-02-04T19:48:50+0000","0","0",""
"178617909485793_475785583102356/178617909485793_475785583102356","4759","302","1","178617909485793_475785583102356","data","data.*","fetched (200)","2021-10-07 15:31:16.785407","Facebook:/<post-id>/comments","Gl Justine xx","2020-02-04T19:49:33+0000","0","0",""
"178617909485793_475785583102356/178617909485793_475785583102356","4760","302","1","178617909485793_475785583102356","data","data.*","fetched (200)","2021-10-07 15:31:16.785407","Facebook:/<post-id>/comments","Good luck.","2020-02-04T19:51:30+0000","0","0",""
"178617909485793_475785583102356/178617909485793_475785583102356","4761","302","1","178617909485793_475785583102356","data","data.*","fetched (200)","2021-10-07 15:31:16.785407","Facebook:/<post-id>/comments","","2020-02-04T19:57:25+0000","1","0",""
"178617909485793_475785583102356/178617909485793_475785583102356","4762","302","1","178617909485793_475785583102356","data","data.*","fetched (200)","2021-10-07 15:31:16.785407","Facebook:/<post-id>/comments","Winner","2020-02-04T20:00:02+0000","0","0",""
"178617909485793_475785583102356/178617909485793_475785583102356","4763","302","1","178617909485793_475785583102356","data","data.*","fetched (200)","2021-10-07 15:31:16.785407","Facebook:/<post-id>/comments","Mary Anne Bonnici Lanzon  thanks","2020-02-04T20:04:08+0000","1","0",""
"178617909485793_475785583102356/178617909485793_475785583102356","4764","302","1","178617909485793_475785583102356","data","data.*","fetched (200)","2021-10-07 15:31:16.785407","Facebook:/<post-id>/comments","⭐⭐","2020-02-04T20:08:14+0000","0","0",""
"178617909485793_475785583102356/178617909485793_475785583102356","4765","302","1","178617909485793_475785583102356","data","data.*","fetched (200)","2021-10-07 15:31:16.785407","Facebook:/<post-id>/comments","brava you are a winner","2020-02-04T20:47:59+0000","0","0",""
"178617909485793_475785583102356/178617909485793_475785583102356","4766","302","1","178617909485793_475785583102356","data","data.*","fetched (200)","2021-10-07 15:31:16.785407","Facebook:/<post-id>/comments","Good luck bella Justine Shorfid xxxx","2020-02-04T21:19:44+0000","0","0",""
"178617909485793_475785583102356/178617909485793_475785583102356","4767","302","1","178617909485793_475785583102356","data","data.*","fetched (200)","2021-10-07 15:31:16.785407","Facebook:/<post-id>/comments","The best deserve to win a newly fresh","2020-02-04T21:35:40+0000","0","0",""
"178617909485793_475785583102356/178617909485793_475785583102356","4768","302","1","178617909485793_475785583102356","data","data.*","fetched (200)","2021-10-07 15:31:16.785407","Facebook:/<post-id>/comments","Good luck gmil x x 🙏❤","2020-02-04T21:46:51+0000","0","0",""
"178617909485793_475785583102356/178617909485793_475785583102356","4769","302","1","178617909485793_475785583102356","data","data.*","fetched (200)","2021-10-07 15:31:16.785407","Facebook:/<post-id>/comments","Good luck vera bravu Justine","2020-02-04T23:00:18+0000","0","0",""
"178617909485793_475785583102356/178617909485793_475785583102356","4770","302","1","178617909485793_475785583102356","data","data.*","fetched (200)","2021-10-07 15:31:16.785407","Facebook:/<post-id>/comments","Super star ❤","2020-02-05T04:37:51+0000","0","0",""
"178617909485793_475785583102356/178617909485793_475785583102356","4771","302","1","178617909485793_475785583102356","offcut","","fetched (200)","2021-10-07 15:31:16.785407","Facebook:/<post-id>/comments","","","","",""
"178617909485793_475726386441609","303","None","0","178617909485793_475726386441609","seed","","","None","None","","","","",""
"178617909485793_475726386441609/178617909485793_475726386441609","4772","303","1","178617909485793_475726386441609","data","data.*","fetched (200)","2021-10-07 15:31:17.276922","Facebook:/<post-id>/comments","FAITH 🥰💯❤️💥🤩","2020-02-04T16:40:39+0000","1","0",""
"178617909485793_475726386441609/178617909485793_475726386441609","4773","303","1","178617909485793_475726386441609","data","data.*","fetched (200)","2021-10-07 15:31:17.276922","Facebook:/<post-id>/comments","They are amazing! Love them ❤️❤️❤️❤️","2020-02-04T16:42:01+0000","1","0",""
"178617909485793_475726386441609/178617909485793_475726386441609","4774","303","1","178617909485793_475726386441609","data","data.*","fetched (200)","2021-10-07 15:31:17.276922","Facebook:/<post-id>/comments","The best ❤️","2020-02-04T16:44:41+0000","1","0",""
"178617909485793_475726386441609/178617909485793_475726386441609","4775","303","1","178617909485793_475726386441609","data","data.*","fetched (200)","2021-10-07 15:31:17.276922","Facebook:/<post-id>/comments","The best","2020-02-04T16:44:45+0000","1","0",""
"178617909485793_475726386441609/178617909485793_475726386441609","4776","303","1","178617909485793_475726386441609","data","data.*","fetched (200)","2021-10-07 15:31:17.276922","Facebook:/<post-id>/comments","Amazing Girls ❤️❤️❤️","2020-02-04T16:45:18+0000","1","0",""
"178617909485793_475726386441609/178617909485793_475726386441609","4777","303","1","178617909485793_475726386441609","data","data.*","fetched (200)","2021-10-07 15:31:17.276922","Facebook:/<post-id>/comments","The best ❤️❤️❤️❤️❤️","2020-02-04T16:46:26+0000","0","0",""
"178617909485793_475726386441609/178617909485793_475726386441609","4778","303","1","178617909485793_475726386441609","data","data.*","fetched (200)","2021-10-07 15:31:17.276922","Facebook:/<post-id>/comments","Super 5 😍😍 the best 😘","2020-02-04T16:48:58+0000","0","0",""
"178617909485793_475726386441609/178617909485793_475726386441609","4779","303","1","178617909485793_475726386441609","data","data.*","fetched (200)","2021-10-07 15:31:17.276922","Facebook:/<post-id>/comments","Good luck girls 😍","2020-02-04T16:49:58+0000","0","0",""
"178617909485793_475726386441609/178617909485793_475726386441609","4780","303","1","178617909485793_475726386441609","data","data.*","fetched (200)","2021-10-07 15:31:17.276922","Facebook:/<post-id>/comments","Famous 5 ❤","2020-02-04T16:52:17+0000","1","0",""
"178617909485793_475726386441609/178617909485793_475726386441609","4781","303","1","178617909485793_475726386441609","data","data.*","fetched (200)","2021-10-07 15:31:17.276922","Facebook:/<post-id>/comments","They are amazing beautiful ladies","2020-02-04T16:53:10+0000","1","0",""
"178617909485793_475726386441609/178617909485793_475726386441609","4782","303","1","178617909485793_475726386441609","data","data.*","fetched (200)","2021-10-07 15:31:17.276922","Facebook:/<post-id>/comments","Beautiful young ladies,  the best group in Malta ❤❤","2020-02-04T16:56:47+0000","1","0",""
"178617909485793_475726386441609/178617909485793_475726386441609","4783","303","1","178617909485793_475726386441609","data","data.*","fetched (200)","2021-10-07 15:31:17.276922","Facebook:/<post-id>/comments","They are TOP in everything they give them, keep rocking girls 🤩🤩🤩🤩🤩","2020-02-04T16:59:23+0000","1","0",""
"178617909485793_475726386441609/178617909485793_475726386441609","4784","303","1","178617909485793_475726386441609","data","data.*","fetched (200)","2021-10-07 15:31:17.276922","Facebook:/<post-id>/comments","The best 💜❤💜❤💜","2020-02-04T17:01:40+0000","0","0",""
"178617909485793_475726386441609/178617909485793_475726386441609","4785","303","1","178617909485793_475726386441609","data","data.*","fetched (200)","2021-10-07 15:31:17.276922","Facebook:/<post-id>/comments","They’re so synchronized andamazing voices 👍👍👍👍👍","2020-02-04T17:11:10+0000","1","0",""
"178617909485793_475726386441609/178617909485793_475726386441609","4786","303","1","178617909485793_475726386441609","data","data.*","fetched (200)","2021-10-07 15:31:17.276922","Facebook:/<post-id>/comments","❤💚💛💙❤","2020-02-04T17:26:49+0000","0","0",""
"178617909485793_475726386441609/178617909485793_475726386441609","4787","303","1","178617909485793_475726386441609","data","data.*","fetched (200)","2021-10-07 15:31:17.276922","Facebook:/<post-id>/comments","Amazing 😍😍","2020-02-04T18:33:40+0000","0","0",""
"178617909485793_475726386441609/178617909485793_475726386441609","4788","303","1","178617909485793_475726386441609","data","data.*","fetched (200)","2021-10-07 15:31:17.276922","Facebook:/<post-id>/comments","Amizing","2020-02-07T07:10:09+0000","0","0",""
"178617909485793_475726386441609/178617909485793_475726386441609","4789","303","1","178617909485793_475726386441609","data","data.*","fetched (200)","2021-10-07 15:31:17.276922","Facebook:/<post-id>/comments","You are amazing ♥️","2020-02-07T17:05:56+0000","0","0",""
"178617909485793_475726386441609/178617909485793_475726386441609","4790","303","1","178617909485793_475726386441609","offcut","","fetched (200)","2021-10-07 15:31:17.276922","Facebook:/<post-id>/comments","","","","",""
"178617909485793_475679719779609","304","None","0","178617909485793_475679719779609","seed","","","None","None","","","","",""
"178617909485793_475679719779609/178617909485793_475679719779609","4791","304","1","178617909485793_475679719779609","data","data.*","fetched (200)","2021-10-07 15:31:17.883916","Facebook:/<post-id>/comments","They were my favourite well done for your all performances","2020-02-04T18:18:24+0000","1","0",""
"178617909485793_475679719779609/178617909485793_475679719779609","4792","304","1","178617909485793_475679719779609","offcut","","fetched (200)","2021-10-07 15:31:17.883916","Facebook:/<post-id>/comments","","","","",""
"178617909485793_475642786449969","305","None","0","178617909485793_475642786449969","seed","","","None","None","","","","",""
"178617909485793_475642786449969/178617909485793_475642786449969","4793","305","1","178617909485793_475642786449969","data","data.*","fetched (200)","2021-10-07 15:31:18.345870","Facebook:/<post-id>/comments","The clear winner her voice is gold xx","2020-02-04T15:19:28+0000","0","0",""
"178617909485793_475642786449969/178617909485793_475642786449969","4794","305","1","178617909485793_475642786449969","data","data.*","fetched (200)","2021-10-07 15:31:18.345870","Facebook:/<post-id>/comments","Wisq Wisq....ma tixba qatt tisma lehinha","2020-02-04T17:33:35+0000","0","0",""
"178617909485793_475642786449969/178617909485793_475642786449969","4795","305","1","178617909485793_475642786449969","data","data.*","fetched (200)","2021-10-07 15:31:18.345870","Facebook:/<post-id>/comments","She's born to  be a winner","2020-02-05T04:42:17+0000","0","0",""
"178617909485793_475642786449969/178617909485793_475642786449969","4796","305","1","178617909485793_475642786449969","data","data.*","fetched (200)","2021-10-07 15:31:18.345870","Facebook:/<post-id>/comments","Super for me you are the winner your voice is amazing xxxx","2020-02-07T05:59:12+0000","1","0",""
"178617909485793_475642786449969/178617909485793_475642786449969","4797","305","1","178617909485793_475642786449969","offcut","","fetched (200)","2021-10-07 15:31:18.345870","Facebook:/<post-id>/comments","","","","",""
"178617909485793_475594359788145","306","None","0","178617909485793_475594359788145","seed","","","None","None","","","","",""
"178617909485793_475594359788145/178617909485793_475594359788145","4798","306","1","178617909485793_475594359788145","data","data.*","fetched (200)","2021-10-07 15:31:18.703170","Facebook:/<post-id>/comments","He deserves to be in the final","2020-02-04T11:28:49+0000","0","0",""
"178617909485793_475594359788145/178617909485793_475594359788145","4799","306","1","178617909485793_475594359788145","data","data.*","fetched (200)","2021-10-07 15:31:18.703170","Facebook:/<post-id>/comments","❤️❤️❤️","2020-02-04T11:32:34+0000","0","0",""
"178617909485793_475594359788145/178617909485793_475594359788145","4800","306","1","178617909485793_475594359788145","data","data.*","fetched (200)","2021-10-07 15:31:18.703170","Facebook:/<post-id>/comments","Yanthe Bonnici keeping you updates","2020-02-04T11:37:04+0000","0","0",""
"178617909485793_475594359788145/178617909485793_475594359788145","4801","306","1","178617909485793_475594359788145","data","data.*","fetched (200)","2021-10-07 15:31:18.703170","Facebook:/<post-id>/comments","one of the best👏👏👏❤❤❤","2020-02-04T11:39:49+0000","0","0",""
"178617909485793_475594359788145/178617909485793_475594359788145","4802","306","1","178617909485793_475594359788145","data","data.*","fetched (200)","2021-10-07 15:31:18.703170","Facebook:/<post-id>/comments","Well done Kyle...","2020-02-04T11:47:37+0000","0","0",""
"178617909485793_475594359788145/178617909485793_475594359788145","4803","306","1","178617909485793_475594359788145","data","data.*","fetched (200)","2021-10-07 15:31:18.703170","Facebook:/<post-id>/comments","Sam smith ta malta !!! ❤❤","2020-02-04T11:47:39+0000","1","0",""
"178617909485793_475594359788145/178617909485793_475594359788145","4804","306","1","178617909485793_475594359788145","data","data.*","fetched (200)","2021-10-07 15:31:18.703170","Facebook:/<post-id>/comments","Good luck Kyle ❤","2020-02-04T11:48:24+0000","0","0",""
"178617909485793_475594359788145/178617909485793_475594359788145","4805","306","1","178617909485793_475594359788145","data","data.*","fetched (200)","2021-10-07 15:31:18.703170","Facebook:/<post-id>/comments","Prosit Kyle. Goodluck for next Saturday","2020-02-04T11:49:27+0000","0","0",""
"178617909485793_475594359788145/178617909485793_475594359788145","4806","306","1","178617909485793_475594359788145","data","data.*","fetched (200)","2021-10-07 15:31:18.703170","Facebook:/<post-id>/comments","Bravu wisq good luck kyle","2020-02-04T11:58:51+0000","1","0",""
"178617909485793_475594359788145/178617909485793_475594359788145","4807","306","1","178617909485793_475594359788145","data","data.*","fetched (200)","2021-10-07 15:31:18.703170","Facebook:/<post-id>/comments","Well done , you’re already a winner","2020-02-04T12:00:23+0000","1","0",""
"178617909485793_475594359788145/178617909485793_475594359788145","4808","306","1","178617909485793_475594359788145","data","data.*","fetched (200)","2021-10-07 15:31:18.703170","Facebook:/<post-id>/comments","Bravu! X'emozzjonijiet tajtna!","2020-02-04T12:29:36+0000","0","0",""
"178617909485793_475594359788145/178617909485793_475594359788145","4809","306","1","178617909485793_475594359788145","data","data.*","fetched (200)","2021-10-07 15:31:18.703170","Facebook:/<post-id>/comments","Good luck","2020-02-04T12:29:37+0000","0","0",""
"178617909485793_475594359788145/178617909485793_475594359788145","4810","306","1","178617909485793_475594359788145","data","data.*","fetched (200)","2021-10-07 15:31:18.703170","Facebook:/<post-id>/comments","Good luck","2020-02-04T13:00:23+0000","0","0",""
"178617909485793_475594359788145/178617909485793_475594359788145","4811","306","1","178617909485793_475594359788145","data","data.*","fetched (200)","2021-10-07 15:31:18.703170","Facebook:/<post-id>/comments","the best","2020-02-04T13:22:25+0000","0","0",""
"178617909485793_475594359788145/178617909485793_475594359788145","4812","306","1","178617909485793_475594359788145","data","data.*","fetched (200)","2021-10-07 15:31:18.703170","Facebook:/<post-id>/comments","Well done👌","2020-02-04T13:25:07+0000","0","0",""
"178617909485793_475594359788145/178617909485793_475594359788145","4813","306","1","178617909485793_475594359788145","data","data.*","fetched (200)","2021-10-07 15:31:18.703170","Facebook:/<post-id>/comments","Good luck 😊","2020-02-04T13:34:04+0000","0","0",""
"178617909485793_475594359788145/178617909485793_475594359788145","4814","306","1","178617909485793_475594359788145","data","data.*","fetched (200)","2021-10-07 15:31:18.703170","Facebook:/<post-id>/comments","Well done Kyle.","2020-02-04T14:11:55+0000","0","0",""
"178617909485793_475594359788145/178617909485793_475594359788145","4815","306","1","178617909485793_475594359788145","data","data.*","fetched (200)","2021-10-07 15:31:18.703170","Facebook:/<post-id>/comments","Kyle go go go..but as someone else said, you are already a winner.","2020-02-04T14:13:20+0000","1","0",""
"178617909485793_475594359788145/178617909485793_475594359788145","4816","306","1","178617909485793_475594359788145","data","data.*","fetched (200)","2021-10-07 15:31:18.703170","Facebook:/<post-id>/comments","Proset Kyle vera bravu .","2020-02-04T14:16:41+0000","0","0",""
"178617909485793_475594359788145/178617909485793_475594359788145","4817","306","1","178617909485793_475594359788145","data","data.*","fetched (200)","2021-10-07 15:31:18.703170","Facebook:/<post-id>/comments","Your carrisma already won people's heart 🥰🥰🥰🥰","2020-02-04T14:46:56+0000","2","0",""
"178617909485793_475594359788145/178617909485793_475594359788145","4818","306","1","178617909485793_475594359788145","data","data.*","fetched (200)","2021-10-07 15:31:18.703170","Facebook:/<post-id>/comments","The best, amazing big well DONE","2020-02-04T15:31:26+0000","0","0",""
"178617909485793_475594359788145/178617909485793_475594359788145","4819","306","1","178617909485793_475594359788145","data","data.*","fetched (200)","2021-10-07 15:31:18.703170","Facebook:/<post-id>/comments","Amazing you are the best","2020-02-04T15:40:32+0000","0","0",""
"178617909485793_475594359788145/178617909485793_475594359788145","4820","306","1","178617909485793_475594359788145","data","data.*","fetched (200)","2021-10-07 15:31:18.703170","Facebook:/<post-id>/comments","Love your voice..you r humble ...good luck for the finals xx","2020-02-04T15:45:42+0000","0","0",""
"178617909485793_475594359788145/178617909485793_475594359788145","4821","306","1","178617909485793_475594359788145","data","data.*","fetched (200)","2021-10-07 15:31:18.703170","Facebook:/<post-id>/comments","Proset Kyle and good luck","2020-02-04T16:40:17+0000","0","0",""
"178617909485793_475594359788145/178617909485793_475594359788145","4822","306","1","178617909485793_475594359788145","data","data.*","fetched (200)","2021-10-07 15:31:18.703170","Facebook:/<post-id>/comments","WELL DONE KYLE.","2020-02-04T16:58:45+0000","0","0",""
"178617909485793_475594359788145/178617909485793_475594359788145","4823","306","1","178617909485793_475594359788145","offcut","","fetched (200)","2021-10-07 15:31:18.703170","Facebook:/<post-id>/comments","","","","",""
"178617909485793_475554803125434","307","None","0","178617909485793_475554803125434","seed","","","None","None","","","","",""
"178617909485793_475554803125434/178617909485793_475554803125434","4824","307","1","178617909485793_475554803125434","data","data.*","fetched (200)","2021-10-07 15:31:19.278326","Facebook:/<post-id>/comments","Bravissimi","2020-02-04T09:40:12+0000","0","0",""
"178617909485793_475554803125434/178617909485793_475554803125434","4825","307","1","178617909485793_475554803125434","data","data.*","fetched (200)","2021-10-07 15:31:19.278326","Facebook:/<post-id>/comments","Amazing duo😍","2020-02-04T09:48:14+0000","1","0",""
"178617909485793_475554803125434/178617909485793_475554803125434","4826","307","1","178617909485793_475554803125434","data","data.*","fetched (200)","2021-10-07 15:31:19.278326","Facebook:/<post-id>/comments","Fantastic duo and great photo","2020-02-04T09:53:26+0000","1","0",""
"178617909485793_475554803125434/178617909485793_475554803125434","4827","307","1","178617909485793_475554803125434","data","data.*","fetched (200)","2021-10-07 15:31:19.278326","Facebook:/<post-id>/comments","😍","2020-02-04T10:17:57+0000","0","0",""
"178617909485793_475554803125434/178617909485793_475554803125434","4828","307","1","178617909485793_475554803125434","data","data.*","fetched (200)","2021-10-07 15:31:19.278326","Facebook:/<post-id>/comments","They are amazing  xxxx","2020-02-04T10:21:49+0000","0","0",""
"178617909485793_475554803125434/178617909485793_475554803125434","4829","307","1","178617909485793_475554803125434","data","data.*","fetched (200)","2021-10-07 15:31:19.278326","Facebook:/<post-id>/comments","Amazing duo...till the next appereance ' hopefully soon' Can't wait ❤️💗❤️","2020-02-04T10:51:45+0000","0","0",""
"178617909485793_475554803125434/178617909485793_475554803125434","4830","307","1","178617909485793_475554803125434","data","data.*","fetched (200)","2021-10-07 15:31:19.278326","Facebook:/<post-id>/comments","Beautiful! Voices, harmonies and style - keep up the great work, even outside of X factor ","2020-02-04T10:54:54+0000","0","0",""
"178617909485793_475554803125434/178617909485793_475554803125434","4831","307","1","178617909485793_475554803125434","data","data.*","fetched (200)","2021-10-07 15:31:19.278326","Facebook:/<post-id>/comments","Amazing Voices! Love to see these two going international.","2020-02-04T11:18:19+0000","0","0",""
"178617909485793_475554803125434/178617909485793_475554803125434","4832","307","1","178617909485793_475554803125434","data","data.*","fetched (200)","2021-10-07 15:31:19.278326","Facebook:/<post-id>/comments","AMAZING VOICES. ❤️❤️❤️","2020-02-04T11:36:47+0000","0","0",""
"178617909485793_475554803125434/178617909485793_475554803125434","4833","307","1","178617909485793_475554803125434","data","data.*","fetched (200)","2021-10-07 15:31:19.278326","Facebook:/<post-id>/comments","I can see myself listening to their album. I love this particular style♥️","2020-02-04T11:59:31+0000","0","0",""
"178617909485793_475554803125434/178617909485793_475554803125434","4834","307","1","178617909485793_475554803125434","data","data.*","fetched (200)","2021-10-07 15:31:19.278326","Facebook:/<post-id>/comments","Simply amazing girls .... keep it up ❤","2020-02-04T12:45:20+0000","0","0",""
"178617909485793_475554803125434/178617909485793_475554803125434","4835","307","1","178617909485793_475554803125434","data","data.*","fetched (200)","2021-10-07 15:31:19.278326","Facebook:/<post-id>/comments","Unique.","2020-02-04T13:18:09+0000","0","0",""
"178617909485793_475554803125434/178617909485793_475554803125434","4836","307","1","178617909485793_475554803125434","data","data.*","fetched (200)","2021-10-07 15:31:19.278326","Facebook:/<post-id>/comments","My favourite group is out from x factor but in for much more. Can't wait xxx","2020-02-04T16:53:50+0000","0","0",""
"178617909485793_475554803125434/178617909485793_475554803125434","4837","307","1","178617909485793_475554803125434","data","data.*","fetched (200)","2021-10-07 15:31:19.278326","Facebook:/<post-id>/comments","The best !! You re winners in my oppinion ... so original... artistic and on point vocally ! Couldnt be a better match . You are now discovered . Im sure howard will be taking you under his wing for you both to make stardom ! Wishing you a great future !","2020-02-07T04:00:30+0000","0","0",""
"178617909485793_475554803125434/178617909485793_475554803125434","4838","307","1","178617909485793_475554803125434","offcut","","fetched (200)","2021-10-07 15:31:19.278326","Facebook:/<post-id>/comments","","","","",""
"178617909485793_474835069864074","308","None","0","178617909485793_474835069864074","seed","","","None","None","","","","",""
"178617909485793_474835069864074/178617909485793_474835069864074","4839","308","1","178617909485793_474835069864074","data","data.*","fetched (200)","2021-10-07 15:31:19.719615","Facebook:/<post-id>/comments","Destiny <3","2020-02-02T22:11:09+0000","2","0",""
"178617909485793_474835069864074/178617909485793_474835069864074","4840","308","1","178617909485793_474835069864074","data","data.*","fetched (200)","2021-10-07 15:31:19.719615","Facebook:/<post-id>/comments","Best 4 made it...💗💗  Faith 🥰🥰🥰🥰🥰","2020-02-02T22:11:53+0000","2","0",""
"178617909485793_474835069864074/178617909485793_474835069864074","4841","308","1","178617909485793_474835069864074","data","data.*","fetched (200)","2021-10-07 15:31:19.719615","Facebook:/<post-id>/comments","Destiny and Kyle the best 😍","2020-02-02T22:11:57+0000","6","0",""
"178617909485793_474835069864074/178617909485793_474835069864074","4842","308","1","178617909485793_474835069864074","data","data.*","fetched (200)","2021-10-07 15:31:19.719615","Facebook:/<post-id>/comments","Destiny, justine and Kyle- my favourite xxx","2020-02-02T22:12:35+0000","8","0",""
"178617909485793_474835069864074/178617909485793_474835069864074","4843","308","1","178617909485793_474835069864074","data","data.*","fetched (200)","2021-10-07 15:31:19.719615","Facebook:/<post-id>/comments","F.A.I.T.H ❤","2020-02-02T22:12:38+0000","4","0",""
"178617909485793_474835069864074/178617909485793_474835069864074","4844","308","1","178617909485793_474835069864074","data","data.*","fetched (200)","2021-10-07 15:31:19.719615","Facebook:/<post-id>/comments","TOP FOUR 💛💛💛💛","2020-02-02T22:12:39+0000","0","0",""
"178617909485793_474835069864074/178617909485793_474835069864074","4845","308","1","178617909485793_474835069864074","data","data.*","fetched (200)","2021-10-07 15:31:19.719615","Facebook:/<post-id>/comments","Best 4  In my openion 💓💓","2020-02-02T22:12:40+0000","0","0",""
"178617909485793_474835069864074/178617909485793_474835069864074","4846","308","1","178617909485793_474835069864074","data","data.*","fetched (200)","2021-10-07 15:31:19.719615","Facebook:/<post-id>/comments","Justin ♥️♥️","2020-02-02T22:12:40+0000","2","0",""
"178617909485793_474835069864074/178617909485793_474835069864074","4847","308","1","178617909485793_474835069864074","data","data.*","fetched (200)","2021-10-07 15:31:19.719615","Facebook:/<post-id>/comments","Sorry I would swap Bloodline with Kyle.","2020-02-02T22:12:48+0000","23","11",""
"178617909485793_474835069864074/178617909485793_474835069864074","4848","308","1","178617909485793_474835069864074","data","data.*","fetched (200)","2021-10-07 15:31:19.719615","Facebook:/<post-id>/comments","Destiny Chukunyere and kyle","2020-02-02T22:12:48+0000","2","0",""
"178617909485793_474835069864074/178617909485793_474835069864074","4849","308","1","178617909485793_474835069864074","data","data.*","fetched (200)","2021-10-07 15:31:19.719615","Facebook:/<post-id>/comments","Destiny.","2020-02-02T22:12:49+0000","0","0",""
"178617909485793_474835069864074/178617909485793_474835069864074","4850","308","1","178617909485793_474835069864074","data","data.*","fetched (200)","2021-10-07 15:31:19.719615","Facebook:/<post-id>/comments","Best 4 made it. Good luck to all. My favourites Faith and Justine ❤️❤️","2020-02-02T22:13:10+0000","19","0",""
